author,authorLabel,birthDate,deathDate,countryLabel,mainWorkLabel,mainWork_missing,sitelink
http://www.wikidata.org/entity/Q99578897,María Antonia de Río y Arnedo,1775-01-01T00:00:00Z,1815-01-01T00:00:00Z,España,,yes,
http://www.wikidata.org/entity/Q5491433,Frasquita Larrea,1775-12-24T00:00:00Z,1838-08-24T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Frasquita_Larrea
http://www.wikidata.org/entity/Q8201097,Antonia Gutiérrez Bueno,1781-01-17T00:00:00Z,1874-04-06T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Antonia_Guti%C3%A9rrez_Bueno
http://www.wikidata.org/entity/Q11705052,Vicenta Moguel,1782-06-06T00:00:00Z,1854-09-29T00:00:00Z,España,Ipui onac,,https://es.wikipedia.org/wiki/Vicenta_Moguel
http://www.wikidata.org/entity/Q12263218,María del Pilar Acedo y Sarria,1784-01-01T00:00:00Z,1869-02-27T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Mar%C3%ADa_del_Pilar_Acedo_y_Sarri%C3%A1
http://www.wikidata.org/entity/Q5997059,Margarita López de Morla y Virués de Segovia,1788-07-03T00:00:00Z,1850-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Margarita_L%C3%B3pez_de_Morla_y_Viru%C3%A9s
http://www.wikidata.org/entity/Q19458508,María Guadalupe Cuenca de Moreno,1790-01-01T00:00:00Z,1854-09-01T00:00:00Z,Bolivia,,yes,https://es.wikipedia.org/wiki/Mar%C3%ADa_Guadalupe_Cuenca
http://www.wikidata.org/entity/Q20005652,Maria Agnès Ribera Garau,1790-01-01T00:00:00Z,1861-11-22T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Maria_Agn%C3%A8s_Ribera_Garau
http://www.wikidata.org/entity/Q116831668,Luisa Sáenz de Viniegra,1792-01-01T00:00:00Z,1865-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Luisa_Carlota_S%C3%A1enz_de_Viniegra
http://www.wikidata.org/entity/Q134676741,Patricia Gayán,1792-09-22T00:00:00Z,,España,,yes,
http://www.wikidata.org/entity/Q6160970,Vicenta Maturana,1793-07-06T00:00:00Z,1859-05-15T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Vicenta_Maturana
http://www.wikidata.org/entity/Q108560601,Josefa Gordon de Jove,1796-01-01T00:00:00Z,1850-01-01T00:00:00Z,,,yes,
http://www.wikidata.org/entity/Q6782028,María Josefa García Granados,1796-07-10T00:00:00Z,1848-07-28T00:00:00Z,Guatemala,,yes,https://es.wikipedia.org/wiki/Mar%C3%ADa_Josefa_Garc%C3%ADa_Granados
http://www.wikidata.org/entity/Q291397,Fernán Caballero,1796-12-24T00:00:00Z,1877-04-07T00:00:00Z,España,La familia de Alvareda: Novela de costumbres populares,,https://es.wikipedia.org/wiki/Fern%C3%A1n_Caballero
http://www.wikidata.org/entity/Q16601458,María Manuela López de Ulloa,1800-01-01T00:00:00Z,1900-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Mar%C3%ADa_Manuela_L%C3%B3pez_de_Ulloa
http://www.wikidata.org/entity/Q9030069,María Larraín de Vicuña,1801-01-01T00:00:00Z,1928-09-23T00:00:00Z,Chile,,yes,https://es.wikipedia.org/wiki/Mar%C3%ADa_Larra%C3%ADn_de_Vicu%C3%B1a
http://www.wikidata.org/entity/Q135089377,Justa García Robledo,1801-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/818772cc21a23e4316a814f16116b43c,Perú,,yes,https://es.wikipedia.org/wiki/Justa_Garc%C3%ADa_Robledo
http://www.wikidata.org/entity/Q114774387,Walda Lucenqui de Pimentel,1801-01-01T00:00:00Z,,España,,yes,https://es.wikipedia.org/wiki/Walda_Lucenqui
http://www.wikidata.org/entity/Q502284,María Josefa Acevedo de Gómez,1803-01-23T00:00:00Z,1861-01-19T00:00:00Z,Colombia,,yes,https://es.wikipedia.org/wiki/Mar%C3%ADa_Josefa_Acevedo_de_G%C3%B3mez
http://www.wikidata.org/entity/Q1571996,Mercedes Marín del Solar,1804-09-11T00:00:00Z,1866-12-21T00:00:00Z,Chile,,yes,https://es.wikipedia.org/wiki/Mercedes_Mar%C3%ADn_del_Solar
http://www.wikidata.org/entity/Q5946701,Juana de Vega,1805-03-07T00:00:00Z,1872-06-22T00:00:00Z,España,Memorias de la condesa de Espoz y Mina,,https://es.wikipedia.org/wiki/Juana_de_Vega
http://www.wikidata.org/entity/Q5752445,Carmen Arriagada,1807-01-01T00:00:00Z,1900-06-16T00:00:00Z,Chile,,yes,https://es.wikipedia.org/wiki/Carmen_Arriagada
http://www.wikidata.org/entity/Q5850682,Eulalia de Llanos,1809-01-01T00:00:00Z,1865-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Eulalia_de_Llanos
http://www.wikidata.org/entity/Q27268309,Ángela Mazzini Bricala,1809-01-01T00:00:00Z,1894-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/%C3%81ngela_Mazzini_Bricala
http://www.wikidata.org/entity/Q28950269,Nicolasa Añón Paz,1810-02-28T00:00:00Z,1887-11-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Nicolasa_A%C3%B1%C3%B3n
http://www.wikidata.org/entity/Q3604796,María Josefa Massanés,1811-03-19T00:00:00Z,1887-07-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Mar%C3%ADa_Josefa_Massan%C3%A9s
http://www.wikidata.org/entity/Q6004015,María Josefa Mujía,1812-01-01T00:00:00Z,1888-07-30T00:00:00Z,Bolivia,,yes,https://es.wikipedia.org/wiki/Mar%C3%ADa_Josefa_Mujia
http://www.wikidata.org/entity/Q4750435,Ana María Martínez de Nisser,1812-12-06T00:00:00Z,1872-09-18T00:00:00Z,Colombia,,yes,https://es.wikipedia.org/wiki/Ana_Mar%C3%ADa_Mart%C3%ADnez_de_Nisser
http://www.wikidata.org/entity/Q19447701,Joaquina López de Madariaga,1813-09-12T00:00:00Z,1876-10-06T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Joaquina_L%C3%B3pez_de_Madariaga
http://www.wikidata.org/entity/Q283353,Gertrudis Gómez de Avellaneda,1814-03-23T00:00:00Z,1873-02-01T00:00:00Z,Imperio Español,Sab,,https://es.wikipedia.org/wiki/Gertrudis_G%C3%B3mez_de_Avellaneda
http://www.wikidata.org/entity/Q108514401,Indalecia Camacho,1815-01-01T00:00:00Z,1896-07-01T00:00:00Z,Colombia,,yes,https://es.wikipedia.org/wiki/Indalecia_Camacho
http://www.wikidata.org/entity/Q47491334,Sabina de Alvear y Ward,1815-11-08T00:00:00Z,1906-11-10T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Sabina_de_Alvear_y_Ward
http://www.wikidata.org/entity/Q59215061,Vicenta García Miranda,1816-01-01T00:00:00Z,1877-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Vicenta_Garc%C3%ADa_Miranda
http://www.wikidata.org/entity/Q21028344,Dolores Gómez de Cádiz,1818-12-25T00:00:00Z,http://www.wikidata.org/.well-known/genid/76647e2e897b5aa1939bfc9ad06998e8,España,,yes,https://es.wikipedia.org/wiki/Dolores_G%C3%B3mez_de_C%C3%A1diz
http://www.wikidata.org/entity/Q542700,Alejandrina Benítez de Gautier,1819-02-26T00:00:00Z,1879-10-11T00:00:00Z,Puerto Rico,,yes,https://es.wikipedia.org/wiki/Alejandrina_Ben%C3%ADtez_de_Gautier
http://www.wikidata.org/entity/Q1710713,Juana Manso,1819-06-26T00:00:00Z,1875-04-24T00:00:00Z,Argentina,La Revolucion de Mayo 1810,,https://es.wikipedia.org/wiki/Juana_Manso
http://www.wikidata.org/entity/Q671852,Concepción Arenal Ponte,1820-01-31T00:00:00Z,1893-02-04T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Concepci%C3%B3n_Arenal
http://www.wikidata.org/entity/Q941605,Carolina Coronado,1820-12-12T00:00:00Z,1911-01-15T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Carolina_Coronado
http://www.wikidata.org/entity/Q20534136,Virginia Felicia Auber,1821-01-01T00:00:00Z,1897-03-20T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Virginia_Auber_Noya
http://www.wikidata.org/entity/Q23830064,Rosa Butler y Mendieta,1821-01-01T00:00:00Z,1889-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Rosa_Butler_y_Mendieta
http://www.wikidata.org/entity/Q56547239,Manuela Cambronero,1821-02-12T00:00:00Z,1853-12-26T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Manuela_Cambronero
http://www.wikidata.org/entity/Q6110207,Robustiana Armiño,1821-08-20T00:00:00Z,1890-06-17T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Robustiana_Armi%C3%B1o
http://www.wikidata.org/entity/Q6004306,María Mendoza de Vives,1821-12-19T00:00:00Z,1894-02-21T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Mar%C3%ADa_Mendoza_de_Vives
http://www.wikidata.org/entity/Q63435514,María Josefa Zapata,1822-01-01T00:00:00Z,1888-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Mar%C3%ADa_Josefa_Zapata
http://www.wikidata.org/entity/Q4739407,Amalia de Llano,1822-04-29T00:00:00Z,1874-07-06T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Amalia_de_Llano
http://www.wikidata.org/entity/Q30904855,Antonina Cortés Llanos,1823-01-17T00:00:00Z,1906-01-28T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Antonina_Cort%C3%A9s_Llanos
http://www.wikidata.org/entity/Q5650072,Ángela Grassi,1823-08-02T00:00:00Z,1883-09-17T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/%C3%81ngela_Grassi
http://www.wikidata.org/entity/Q63952238,Agustina Palacio de Libarona,1825-02-01T00:00:00Z,1880-01-01T00:00:00Z,Argentina,,yes,https://es.wikipedia.org/wiki/Agustina_Palacio_de_Libarona
http://www.wikidata.org/entity/Q20100274,Amalia Fenollosa Peris,1825-02-08T00:00:00Z,1869-05-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Amalia_Fenollosa
http://www.wikidata.org/entity/Q3284672,Avelina Valladares,1825-10-23T00:00:00Z,1902-03-17T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Avelina_Valladares
http://www.wikidata.org/entity/Q80320814,María Concepción Saralegui Lorente,1825-12-05T00:00:00Z,1884-07-01T00:00:00Z,España,,yes,
http://www.wikidata.org/entity/Q100774211,Rosa Mercedes Riglos,1826-01-01T00:00:00Z,1891-01-01T00:00:00Z,Perú,,yes,https://es.wikipedia.org/wiki/Rosa_Mercedes_Riglos
http://www.wikidata.org/entity/Q5697567,Antonia Díaz Fernández de Lamarque,1827-01-01T00:00:00Z,1892-05-19T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Antonia_D%C3%ADaz_Fern%C3%A1ndez_de_Lamarque
http://www.wikidata.org/entity/Q11954706,Victoria Penya de Amer,1827-03-28T00:00:00Z,1898-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Vict%C3%B2ria_Pe%C3%B1a_i_Nicolau
http://www.wikidata.org/entity/Q16889097,Cipriana Álvarez Durán,1827-09-16T00:00:00Z,1904-08-09T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Elena_Cipriana_%C3%81lvarez_Dur%C3%A1n
http://www.wikidata.org/entity/Q21666066,Teresa Arroniz y Bosch,1827-10-15T00:00:00Z,1890-04-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Teresa_Arr%C3%B3niz_y_Bosch
http://www.wikidata.org/entity/Q20876489,Pilar Pascual de Sanjuán,1827-10-23T00:00:00Z,1899-02-18T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Pilar_Pascual_de_Sanju%C3%A1n
http://www.wikidata.org/entity/Q6004354,María Nestora Téllez,1828-01-01T00:00:00Z,1890-01-01T00:00:00Z,México,,yes,https://es.wikipedia.org/wiki/Mar%C3%ADa_Nestora_T%C3%A9llez
http://www.wikidata.org/entity/Q20016241,Isabel Pesado de Mier,1828-01-01T00:00:00Z,1913-01-01T00:00:00Z,México,,yes,https://es.wikipedia.org/wiki/Isabel_Pesado_de_Mier
http://www.wikidata.org/entity/Q18987065,Rogelia León,1828-09-15T00:00:00Z,1870-05-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Rogelia_Le%C3%B3n
http://www.wikidata.org/entity/Q55214868,Dolores Cabrera Heredia,1828-09-15T00:00:00Z,1899-12-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Dolores_Cabrera_y_Heredia
http://www.wikidata.org/entity/Q5812615,Dolores Veintimilla,1829-01-01T00:00:00Z,1857-05-23T00:00:00Z,Ecuador,,yes,https://es.wikipedia.org/wiki/Dolores_Veintimilla
http://www.wikidata.org/entity/Q105754718,Carmen Febres-Cordero de Ballén,1829-01-01T00:00:00Z,1893-02-22T00:00:00Z,Ecuador,,yes,
http://www.wikidata.org/entity/Q54823842,Rosario Vázquez Angulo,1829-01-01T00:00:00Z,1915-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Rosario_V%C3%A1zquez_Angulo
http://www.wikidata.org/entity/Q23009109,Sofía Tartilán,1829-04-19T00:00:00Z,1888-07-02T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Sof%C3%ADa_Tartil%C3%A1n
http://www.wikidata.org/entity/Q5834031,Enriqueta Lozano,1829-08-18T00:00:00Z,1895-05-05T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Enriqueta_Lozano
http://www.wikidata.org/entity/Q62463082,María Tadea Verdejo y Durán,1830-01-01T00:00:00Z,1854-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Mar%C3%ADa_Tadea_Verdejo_y_Dur%C3%A1n
http://www.wikidata.org/entity/Q28916912,Marcelina Almeida,1830-01-01T00:00:00Z,1880-01-01T00:00:00Z,Argentina,,yes,https://es.wikipedia.org/wiki/Marcelina_Almeida
http://www.wikidata.org/entity/Q106777362,Vicenta Laparra de la Cerda,1831-04-01T00:00:00Z,1905-01-29T00:00:00Z,Guatemala,,yes,https://es.wikipedia.org/wiki/Vicenta_Laparra_de_la_Cerda
http://www.wikidata.org/entity/Q105754643,Ubaldina Dávila,1831-04-16T00:00:00Z,1900-08-11T00:00:00Z,Colombia,,yes,https://es.wikipedia.org/wiki/Ubaldina_D%C3%A1vila
http://www.wikidata.org/entity/Q16625530,Rita Lecumberri,1831-11-14T00:00:00Z,1910-12-23T00:00:00Z,Ecuador,,yes,https://es.wikipedia.org/wiki/Rita_Lecumberri
http://www.wikidata.org/entity/Q27267355,Encarnación Cubas Báez,1831-12-15T00:00:00Z,1915-03-28T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Encarnaci%C3%B3n_Cubas_B%C3%A1ez
http://www.wikidata.org/entity/Q23903038,Ana María Franco Guevara,1832-01-01T00:00:00Z,1872-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Ana_Mar%C3%ADa_Franco_Guevara
http://www.wikidata.org/entity/Q19690084,Modesta Sanginés Uriarte,1832-02-26T00:00:00Z,1887-02-05T00:00:00Z,Bolivia,,yes,https://es.wikipedia.org/wiki/Modesta_Sangin%C3%A9s_Uriarte
http://www.wikidata.org/entity/Q20870782,Úrsula Céspedes,1832-10-21T00:00:00Z,1874-11-02T00:00:00Z,Cuba,,yes,https://es.wikipedia.org/wiki/%C3%9Arsula_C%C3%A9spedes
http://www.wikidata.org/entity/Q43276430,Elisa Luján y Teruel,1833-01-01T00:00:00Z,1899-01-01T00:00:00Z,España,,yes,
http://www.wikidata.org/entity/Q17339922,Matilde Cherner,1833-01-01T00:00:00Z,1880-08-15T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Matilde_Cherner
http://www.wikidata.org/entity/Q47450874,Martina Pierra de Poo,1833-02-08T00:00:00Z,1900-05-31T00:00:00Z,Cuba,,yes,
http://www.wikidata.org/entity/Q5920835,Isabel Prieto de Landázuri,1833-03-01T00:00:00Z,1876-09-28T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Isabel_Prieto_de_Land%C3%A1zuri
http://www.wikidata.org/entity/Q4694177,Agripina Samper Agudelo,1833-03-04T00:00:00Z,1892-04-22T00:00:00Z,Colombia,,yes,https://es.wikipedia.org/wiki/Agripina_Samper_Agudelo
http://www.wikidata.org/entity/Q7557523,Soledad Acosta de Samper,1833-05-05T00:00:00Z,1913-03-17T00:00:00Z,Colombia,,yes,https://es.wikipedia.org/wiki/Soledad_Acosta_de_Samper
http://www.wikidata.org/entity/Q8561500,Dolores Guerrero,1833-09-15T00:00:00Z,1858-03-01T00:00:00Z,México,,yes,https://es.wikipedia.org/wiki/Dolores_Guerrero
http://www.wikidata.org/entity/Q5856765,Faustina Sáez de Melgar,1834-01-01T00:00:00Z,1895-03-19T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Faustina_S%C3%A1ez_de_Melgar
http://www.wikidata.org/entity/Q5931656,Joaquina Vera,1834-01-01T00:00:00Z,1873-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Joaquina_Vera
http://www.wikidata.org/entity/Q5830843,Emilia Serrano de Wilson,1834-01-03T00:00:00Z,1923-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Emilia_Serrano_de_Wilson
http://www.wikidata.org/entity/Q20016623,Teresa Vera,1834-04-01T00:00:00Z,1859-05-29T00:00:00Z,México,,yes,https://es.wikipedia.org/wiki/Teresa_Vera
http://www.wikidata.org/entity/Q42381239,Matilde Artagaveytia de Arocena,1834-04-07T00:00:00Z,1917-03-02T00:00:00Z,Uruguay,,yes,
http://www.wikidata.org/entity/Q16493989,Maipina de la Barra,1834-04-15T00:00:00Z,1904-09-02T00:00:00Z,Chile,,yes,https://es.wikipedia.org/wiki/Maipina_de_la_Barra
http://www.wikidata.org/entity/Q18980386,Emilia Álvarez Mijares de Real,1834-09-13T00:00:00Z,1909-06-25T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Emilia_%C3%81lvarez_Mijares_del_Real
http://www.wikidata.org/entity/Q1290763,Eduarda Mansilla,1834-12-11T00:00:00Z,1892-12-20T00:00:00Z,Argentina,,yes,https://es.wikipedia.org/wiki/Eduarda_Mansilla
http://www.wikidata.org/entity/Q6010800,Mercedes Belzú de Dorado,1835-01-01T00:00:00Z,1880-01-01T00:00:00Z,Bolivia,,yes,https://es.wikipedia.org/wiki/Mercedes_Belzu
http://www.wikidata.org/entity/Q113908140,Mariana Monteiro,1835-01-01T00:00:00Z,1909-03-07T00:00:00Z,Reino de España (1700-1873),,yes,
http://www.wikidata.org/entity/Q5780886,Concepción Lombardo,1835-11-08T00:00:00Z,1921-03-18T00:00:00Z,México,,yes,https://es.wikipedia.org/wiki/Concepci%C3%B3n_Lombardo
http://www.wikidata.org/entity/Q9609556,Amalia Domingo Soler,1835-11-10T00:00:00Z,1909-04-29T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Amalia_Domingo_Soler
http://www.wikidata.org/entity/Q18416349,María del Pilar Sinués,1835-12-19T00:00:00Z,1893-11-20T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Mar%C3%ADa_del_Pilar_Sinu%C3%A9s
http://www.wikidata.org/entity/Q10854314,Amelia Solar de Claro,1836-01-01T00:00:00Z,1915-01-01T00:00:00Z,Chile,,yes,https://es.wikipedia.org/wiki/Amelia_Solar_de_Claro
http://www.wikidata.org/entity/Q5711938,Aurelia Vélez Sársfield,1836-06-08T00:00:00Z,1924-12-06T00:00:00Z,Argentina,,yes,https://es.wikipedia.org/wiki/Aurelia_V%C3%A9lez_S%C3%A1rsfield
http://www.wikidata.org/entity/Q9086125,Teresa González de Fanning,1836-08-12T00:00:00Z,1918-04-07T00:00:00Z,Perú,,yes,https://es.wikipedia.org/wiki/Teresa_Gonz%C3%A1lez_de_Fanning
http://www.wikidata.org/entity/Q5672312,Amelia Denis de Icaza,1836-11-28T00:00:00Z,1911-07-16T00:00:00Z,Panamá,,yes,https://es.wikipedia.org/wiki/Amelia_Denis_de_Icaza
http://www.wikidata.org/entity/Q5812607,Dolores Sucre,1837-01-01T00:00:00Z,1917-06-05T00:00:00Z,Ecuador,,yes,https://es.wikipedia.org/wiki/Dolores_Sucre
http://www.wikidata.org/entity/Q5931650,Joaquina García Balmaseda,1837-01-01T00:00:00Z,1911-04-12T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Joaquina_Garc%C3%ADa_Balmaseda
http://www.wikidata.org/entity/Q11926870,Isabel de Villamartín Thomas,1837-01-01T00:00:00Z,1877-10-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Isabel_de_Villamart%C3%ADn_Thomas
http://www.wikidata.org/entity/Q5830823,Emilia Calé y Torres de Quintero,1837-02-12T00:00:00Z,1908-09-18T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Emilia_Cal%C3%A9
http://www.wikidata.org/entity/Q464264,Rosalía de Castro,1837-02-23T00:00:00Z,1885-07-22T00:00:00Z,España,Lieders,,https://es.wikipedia.org/wiki/Rosal%C3%ADa_de_Castro
http://www.wikidata.org/entity/Q24192200,Josefa Estévez García del Canto,1837-09-10T00:00:00Z,1890-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Josefa_Est%C3%A9vez_Garc%C3%ADa_del_Canto
http://www.wikidata.org/entity/Q6038496,Natalia Palacios,1837-12-02T00:00:00Z,1918-01-01T00:00:00Z,Bolivia,,yes,https://es.wikipedia.org/wiki/Natalia_Palacios
http://www.wikidata.org/entity/Q9065450,Quiteria Varas Marín,1838-01-01T00:00:00Z,1886-01-01T00:00:00Z,Chile,,yes,https://es.wikipedia.org/wiki/Quiteria_Varas_Mar%C3%ADn
http://www.wikidata.org/entity/Q20005621,Margalida Caimari Vila,1839-01-01T00:00:00Z,1921-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Margalida_Caimari_Vila
http://www.wikidata.org/entity/Q6077590,Isabel Cheix,1839-01-18T00:00:00Z,1909-08-06T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Isabel_Cheix
http://www.wikidata.org/entity/Q105754832,Leonor Sauri Santisteban,1840-01-01T00:00:00Z,1890-01-01T00:00:00Z,Perú,,yes,https://es.wikipedia.org/wiki/Leonor_Sauri_Santisteban
http://www.wikidata.org/entity/Q108603016,Mercedes Hurtado de Álvarez,1840-01-01T00:00:00Z,1890-01-01T00:00:00Z,Colombia,,yes,https://es.wikipedia.org/wiki/Mercedes_Hurtado_de_%C3%81lvarez
http://www.wikidata.org/entity/Q5994917,Manuela Villarán de Plasencia,1840-01-01T00:00:00Z,1888-01-01T00:00:00Z,Perú,,yes,https://es.wikipedia.org/wiki/Manuela_Villar%C3%A1n_de_Plasencia
http://www.wikidata.org/entity/Q55188201,Margarita Pérez de Celis,1840-01-01T00:00:00Z,1882-01-01T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Margarita_P%C3%A9rez_de_Celis
http://www.wikidata.org/entity/Q105754868,Carmen Potts Pérez de Uribe,1841-01-01T00:00:00Z,1890-09-17T00:00:00Z,Perú,,yes,https://es.wikipedia.org/wiki/Carmen_Potts
http://www.wikidata.org/entity/Q108536683,Pomiana Camacho de Figueredo,1841-01-01T00:00:00Z,1889-03-21T00:00:00Z,Colombia,,yes,https://es.wikipedia.org/wiki/Pomiana_Camacho_de_Figueredo
http://www.wikidata.org/entity/Q108598001,Lucrecia Undurraga Solar,1841-01-01T00:00:00Z,1901-01-01T00:00:00Z,Chile,,yes,https://es.wikipedia.org/wiki/Lucrecia_Undurraga_Solar
http://www.wikidata.org/entity/Q108202654,María del Carmen Cortés y Santa Anna,1841-03-16T00:00:00Z,1872-04-14T00:00:00Z,México,,yes,https://es.wikipedia.org/wiki/Mar%C3%ADa_del_Carmen_Cort%C3%A9s_y_Santa_Anna
http://www.wikidata.org/entity/Q11935506,María del Pilar Maspons i Labrós,1841-12-04T00:00:00Z,1907-01-31T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Mar%C3%ADa_del_Pilar_Maspons_y_Labr%C3%B3s
http://www.wikidata.org/entity/Q5711933,Aurelia Castillo de González,1842-01-01T00:00:00Z,1920-01-01T00:00:00Z,Cuba,,yes,https://es.wikipedia.org/wiki/Aurelia_Castillo_de_Gonz%C3%A1lez
http://www.wikidata.org/entity/Q5849416,Esther Tapia de Castellanos,1842-05-09T00:00:00Z,1897-01-08T00:00:00Z,México,,yes,https://es.wikipedia.org/wiki/Esther_Tapia_de_Castellanos
http://www.wikidata.org/entity/Q108508651,Eufemia Cabrera de Borda,1842-09-03T00:00:00Z,1915-01-14T00:00:00Z,Colombia,,yes,https://es.wikipedia.org/wiki/Eufemia_Cabrera_de_Borda
http://www.wikidata.org/entity/Q8960839,Fanny Garrido,1842-10-30T00:00:00Z,1917-11-11T00:00:00Z,España,,yes,https://es.wikipedia.org/wiki/Fanny_Garrido
http://www.wikidata.org/entity/Q6103598,Refugio Barragán de Toscano,1843-02-28T00:00:00Z,1916-10-22T00:00:00Z,México,,yes,https://es.wikipedia.org/wiki/Refugio_Barrag%C3%A1n_de_Toscano
