author,authorLabel,birthDate,deathDate,countryLabel,mainWorkLabel,main work count,sitelink
http://www.wikidata.org/entity/Q48368,José Joaquín Fernández de Lizardi,1776-11-15T00:00:00Z,1827-06-21T00:00:00Z,México,El Periquillo Sarniento,1,https://es.wikipedia.org/wiki/Jos%C3%A9_Joaqu%C3%ADn_Eugenio_Fern%C3%A1ndez_de_Lizardi_Guti%C3%A9rrez
http://www.wikidata.org/entity/Q9075361,Sebastián Miñano,1779-01-20T00:00:00Z,1845-02-06T00:00:00Z,España,Diccionario geográfico-estadístico de España y Portugal,1,https://es.wikipedia.org/wiki/Sebasti%C3%A1n_Mi%C3%B1ano
http://www.wikidata.org/entity/Q66386468,Tomás González Hernández,1780-03-07T00:00:00Z,1833-03-16T00:00:00Z,España,Registro y relación general de minas de la Corona de Castilla,1,https://es.wikipedia.org/wiki/Tom%C3%A1s_Gonz%C3%A1lez_Hern%C3%A1ndez
http://www.wikidata.org/entity/Q981503,José Joaquín de Olmedo,1780-03-31T00:00:00Z,1847-02-19T00:00:00Z,Provincia Libre de Guayaquil,La victoria de Junín,1,https://es.wikipedia.org/wiki/Jos%C3%A9_Joaqu%C3%ADn_de_Olmedo
http://www.wikidata.org/entity/Q981503,José Joaquín de Olmedo,1780-03-31T00:00:00Z,1847-02-19T00:00:00Z,Provincia Libre de Guayaquil,Bandera de Guayaquil,1,https://es.wikipedia.org/wiki/Jos%C3%A9_Joaqu%C3%ADn_de_Olmedo
http://www.wikidata.org/entity/Q981503,José Joaquín de Olmedo,1780-03-31T00:00:00Z,1847-02-19T00:00:00Z,Provincia Libre de Guayaquil,Escudo de Guayaquil,1,https://es.wikipedia.org/wiki/Jos%C3%A9_Joaqu%C3%ADn_de_Olmedo
http://www.wikidata.org/entity/Q981503,José Joaquín de Olmedo,1780-03-31T00:00:00Z,1847-02-19T00:00:00Z,Provincia Libre de Guayaquil,Canción del 9 de octubre,1,https://es.wikipedia.org/wiki/Jos%C3%A9_Joaqu%C3%ADn_de_Olmedo
http://www.wikidata.org/entity/Q981503,José Joaquín de Olmedo,1780-03-31T00:00:00Z,1847-02-19T00:00:00Z,Provincia Libre de Guayaquil,Escudo del Ecuador,1,https://es.wikipedia.org/wiki/Jos%C3%A9_Joaqu%C3%ADn_de_Olmedo
http://www.wikidata.org/entity/Q5944203,José Musso,1785-12-26T00:00:00Z,1838-07-31T00:00:00Z,España,Colección lithographica de cuadros del Rey de España el Sr. D. Fernando VII,1,https://es.wikipedia.org/wiki/Jos%C3%A9_Musso
http://www.wikidata.org/entity/Q6294353,José de la Torre Ugarte,1786-03-19T00:00:00Z,1831-09-01T00:00:00Z,Perú,Himno Nacional del Perú,1,https://es.wikipedia.org/wiki/Jos%C3%A9_de_la_Torre_Ugarte
http://www.wikidata.org/entity/Q1891493,Manuel Eduardo de Gorostiza,1789-10-13T00:00:00Z,1851-10-23T00:00:00Z,México,"Apéndice a la galería de los más celebres periodistas, folletistas y articulistas de esta capital",1,https://es.wikipedia.org/wiki/Manuel_Eduardo_de_Gorostiza
http://www.wikidata.org/entity/Q1891493,Manuel Eduardo de Gorostiza,1789-10-13T00:00:00Z,1851-10-23T00:00:00Z,México,"Galería en miniatura de los más célebres periodistas, folletistas y articulistas de Madrid",1,https://es.wikipedia.org/wiki/Manuel_Eduardo_de_Gorostiza
http://www.wikidata.org/entity/Q1350076,Ramón Carnicer Batlle,1789-10-24T00:00:00Z,1855-03-17T00:00:00Z,España,Himno Nacional de Chile,1,https://es.wikipedia.org/wiki/Ram%C3%B3n_Carnicer_y_Batlle
http://www.wikidata.org/entity/Q5872276,Félix González de León,1790-01-01T00:00:00Z,1854-01-01T00:00:00Z,España,Noticia histórica del origen de los nombres de las calles de esta ciudad de Sevilla,1,https://es.wikipedia.org/wiki/F%C3%A9lix_Gonz%C3%A1lez_de_Le%C3%B3n
http://www.wikidata.org/entity/Q20535597,Xosé Fernández Neira,1790-01-01T00:00:00Z,,España,Q51749716,1,
http://www.wikidata.org/entity/Q8251719,Braulio Foz,1791-01-01T00:00:00Z,1865-04-20T00:00:00Z,España,Vida de Pedro Saputo,1,https://es.wikipedia.org/wiki/Braulio_Foz
http://www.wikidata.org/entity/Q155463,Duque de Rivas,1791-03-10T00:00:00Z,1865-06-22T00:00:00Z,España,Don Álvaro o la fuerza del sino,1,https://es.wikipedia.org/wiki/Duque_de_Rivas
http://www.wikidata.org/entity/Q64175798,Manuel Amado,1796-07-21T00:00:00Z,1846-09-23T00:00:00Z,España,La Monarquía y la religión triunfante de los sofismas,1,https://es.wikipedia.org/wiki/Manuel_Amado
http://www.wikidata.org/entity/Q64175798,Manuel Amado,1796-07-21T00:00:00Z,1846-09-23T00:00:00Z,España,Dios y España,1,https://es.wikipedia.org/wiki/Manuel_Amado
http://www.wikidata.org/entity/Q64175798,Manuel Amado,1796-07-21T00:00:00Z,1846-09-23T00:00:00Z,España,Compendio de las vidas de los santos canonizados y beatificados,1,https://es.wikipedia.org/wiki/Manuel_Amado
http://www.wikidata.org/entity/Q973094,Ramón de la Sagra,1798-04-08T00:00:00Z,1871-05-23T00:00:00Z,España,Catálogo de escritores económicos españoles,1,https://es.wikipedia.org/wiki/Ram%C3%B3n_de_la_Sagra
http://www.wikidata.org/entity/Q892124,Buenaventura Carlos Aribau,1798-11-04T00:00:00Z,1862-09-17T00:00:00Z,España,Oda a la Patria,1,https://es.wikipedia.org/wiki/Buenaventura_Carlos_Aribau
http://www.wikidata.org/entity/Q332191,Fermín Caballero,1800-07-07T00:00:00Z,1876-06-17T00:00:00Z,España,Conquenses ilustres,1,https://es.wikipedia.org/wiki/Ferm%C3%ADn_Caballero
http://www.wikidata.org/entity/Q1545524,Ramón de Mesonero Romanos,1803-07-19T00:00:00Z,1882-04-30T00:00:00Z,España,Manual de Madrid: descripción de la corte y de la villa,1,https://es.wikipedia.org/wiki/Ram%C3%B3n_de_Mesonero_Romanos
http://www.wikidata.org/entity/Q55836769,Teodoro Ochoa de Alda,1803-11-01T00:00:00Z,1878-09-10T00:00:00Z,España,Diccionario geográfico histórico de Navarra,1,https://es.wikipedia.org/wiki/Teodoro_Ochoa_de_Alda
http://www.wikidata.org/entity/Q2427046,Pascual Madoz,1806-05-17T00:00:00Z,1870-12-13T00:00:00Z,España,Diccionario geográfico-estadístico-histórico de España y sus posesiones de Ultramar,1,https://es.wikipedia.org/wiki/Pascual_Madoz
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,"Stay, Stay at Home, my Heart, and Rest",1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,The Open Window,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,Decoration Day,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,Curfew,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,Charles Sumner,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,Afternoon in February,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,The Rainy Day,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,The Skeleton in Armour,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,The Ladder of St. Augustine,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,Old St. David's at Radnor,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,The Sifting of Peter,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,A Psalm of Life,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,Santa Filomena,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,Los niños,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,The Legend Beautiful,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,King Trisanku,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,The Builders,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,The Building of the Ship,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,The Poet and his Songs,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,From my Arm-Chair,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,The Two Angels,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,Flowers,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,The Singers,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,Resignation,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,The Old Clock on the Stairs,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,The Light of Stars,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,The Bridge,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,Voices of the Night,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,The Children's Hour,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,The Wreck of the Hesperus,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,The Village Blacksmith,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,The Courtship of Miles Standish,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,Paul Revere's Ride,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q152513,Henry Wadsworth Longfellow.,1807-02-27T00:00:00Z,1882-03-24T00:00:00Z,Estados Unidos,La canción de Hiawatha,1,https://es.wikipedia.org/wiki/Henry_Wadsworth_Longfellow
http://www.wikidata.org/entity/Q539,Giuseppe Garibaldi,1807-07-04T00:00:00Z,1882-06-02T00:00:00Z,Reino de Cerdeña-Piamonte,unificación de Italia,1,https://es.wikipedia.org/wiki/Giuseppe_Garibaldi
http://www.wikidata.org/entity/Q162269,Jefferson Davis,1808-06-03T00:00:00Z,1889-12-06T00:00:00Z,Estados Confederados de América,The Rise and Fall of the Confederate Government,1,https://es.wikipedia.org/wiki/Jefferson_Davis
http://www.wikidata.org/entity/Q162269,Jefferson Davis,1808-06-03T00:00:00Z,1889-12-06T00:00:00Z,Estados Confederados de América,A Short History of the Confederate States of America,1,https://es.wikipedia.org/wiki/Jefferson_Davis
http://www.wikidata.org/entity/Q3375267,Pedro Felipe Monlau,1808-06-29T00:00:00Z,1871-02-16T00:00:00Z,España,Abajo las murallas,1,https://es.wikipedia.org/wiki/Pedro_Felipe_Monlau
http://www.wikidata.org/entity/Q84938763,Manuel Buzeta Núñez,1808-11-21T00:00:00Z,1891-01-01T00:00:00Z,España,"Diccionario geográfico, estadístico, histórico de las Islas Filipinas",1,https://es.wikipedia.org/wiki/Manuel_Buzeta_N%C3%BA%C3%B1ez
http://www.wikidata.org/entity/Q723141,Juan Donoso Cortés,1809-05-06T00:00:00Z,1853-05-03T00:00:00Z,España,"Ensayo sobre el catolicismo, el liberalismo y el socialismo",1,https://es.wikipedia.org/wiki/Juan_Donoso_Cort%C3%A9s
http://www.wikidata.org/entity/Q366639,Albert Pike,1809-12-29T00:00:00Z,1891-04-02T00:00:00Z,Estados Confederados de América,Morals and Dogma of the Ancient and Accepted Scottish Rite of Freemasonry,1,https://es.wikipedia.org/wiki/Albert_Pike
http://www.wikidata.org/entity/Q6206495,Joaquín María Bover de Rosselló,1810-01-01T00:00:00Z,1865-01-01T00:00:00Z,España,Diccionario bibliográfico de las publicaciones periódicas de las Baleares,1,https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Mar%C3%ADa_Bover_de_Rossell%C3%B3
http://www.wikidata.org/entity/Q6206495,Joaquín María Bover de Rosselló,1810-01-01T00:00:00Z,1865-01-01T00:00:00Z,España,Biblioteca de escritores baleares,1,https://es.wikipedia.org/wiki/Joaqu%C3%ADn_Mar%C3%ADa_Bover_de_Rossell%C3%B3
http://www.wikidata.org/entity/Q9028037,Manuel Payno,1810-06-21T00:00:00Z,1894-11-05T00:00:00Z,México,Los bandidos de Río Frío,1,https://es.wikipedia.org/wiki/Manuel_Payno
http://www.wikidata.org/entity/Q722738,Juan Bautista Alberdi,1810-08-29T00:00:00Z,1884-06-19T00:00:00Z,Argentina,Bases y puntos de partida para la organización política de la República Argentina,1,https://es.wikipedia.org/wiki/Juan_Bautista_Alberdi
http://www.wikidata.org/entity/Q254041,Domingo Faustino Sarmiento,1811-02-14T00:00:00Z,1888-09-11T00:00:00Z,Argentina,Campaña en el Ejército Grande,1,https://es.wikipedia.org/wiki/Domingo_Faustino_Sarmiento
http://www.wikidata.org/entity/Q254041,Domingo Faustino Sarmiento,1811-02-14T00:00:00Z,1888-09-11T00:00:00Z,Argentina,Vida de Dominguito,1,https://es.wikipedia.org/wiki/Domingo_Faustino_Sarmiento
http://www.wikidata.org/entity/Q254041,Domingo Faustino Sarmiento,1811-02-14T00:00:00Z,1888-09-11T00:00:00Z,Argentina,Recuerdos de provincia,1,https://es.wikipedia.org/wiki/Domingo_Faustino_Sarmiento
http://www.wikidata.org/entity/Q254041,Domingo Faustino Sarmiento,1811-02-14T00:00:00Z,1888-09-11T00:00:00Z,Argentina,Facundo o civilización y barbarie en las pampas argentinas,1,https://es.wikipedia.org/wiki/Domingo_Faustino_Sarmiento
http://www.wikidata.org/entity/Q21730807,Jacobo de la Pezuela y Lobo,1811-07-24T00:00:00Z,1882-10-03T00:00:00Z,España,"Diccionario geográfico, estadístico, histórico, de la isla de Cuba",1,https://es.wikipedia.org/wiki/Jacobo_de_la_Pezuela_y_Lobo
http://www.wikidata.org/entity/Q3032159,Nicomedes Pastor Díaz,1811-09-15T00:00:00Z,1863-03-22T00:00:00Z,España,Galería de españoles célebres contemporáneos,1,https://es.wikipedia.org/wiki/Nicomedes_Pastor_D%C3%ADaz
http://www.wikidata.org/entity/Q355112,Louis Blanc,1811-10-29T00:00:00Z,1882-12-06T00:00:00Z,Francia,Talleres Nacionales,1,https://es.wikipedia.org/wiki/Louis_Blanc
http://www.wikidata.org/entity/Q355112,Louis Blanc,1811-10-29T00:00:00Z,1882-12-06T00:00:00Z,Francia,derecho al trabajo,1,https://es.wikipedia.org/wiki/Louis_Blanc
http://www.wikidata.org/entity/Q53547207,José María Anchóriz,1813-01-01T00:00:00Z,1877-10-01T00:00:00Z,España,Ensayo de geografía histórica antigua,1,https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Anch%C3%B3riz
http://www.wikidata.org/entity/Q4894015,Vicente Boix,1813-01-01T00:00:00Z,1880-01-01T00:00:00Z,España,Valencia histórica y topográfica,1,https://es.wikipedia.org/wiki/Vicente_Boix
http://www.wikidata.org/entity/Q5938198,José Antonio Wilde,1814-01-01T00:00:00Z,1885-01-14T00:00:00Z,Argentina,Buenos Aires desde setenta años atrás,1,https://es.wikipedia.org/wiki/Jos%C3%A9_Antonio_Wilde
http://www.wikidata.org/entity/Q728365,Eugenio de Ochoa,1815-04-19T00:00:00Z,1872-02-29T00:00:00Z,España,La Eneida,1,https://es.wikipedia.org/wiki/Eugenio_de_Ochoa
http://www.wikidata.org/entity/Q5759033,Cayetano Alberto de la Barrera,1815-08-07T00:00:00Z,1872-10-30T00:00:00Z,España,Catálogo bibliográfico y biográfico del teatro antiguo español,1,https://es.wikipedia.org/wiki/Cayetano_Alberto_de_la_Barrera
http://www.wikidata.org/entity/Q18324794,Luis G. Inclán,1816-06-21T00:00:00Z,1875-10-23T00:00:00Z,México,Recuerdos del Chamberín,1,https://es.wikipedia.org/wiki/Luis_G._Incl%C3%A1n
http://www.wikidata.org/entity/Q18324794,Luis G. Inclán,1816-06-21T00:00:00Z,1875-10-23T00:00:00Z,México,"Astucia, el jefe de los Hermanos de la Hoja",1,https://es.wikipedia.org/wiki/Luis_G._Incl%C3%A1n
http://www.wikidata.org/entity/Q6148425,Tomás Baeza González,1816-12-21T00:00:00Z,1891-09-12T00:00:00Z,España,Apuntes biográficos de escritores segovianos,1,https://es.wikipedia.org/wiki/Tom%C3%A1s_Baeza_Gonz%C3%A1lez
http://www.wikidata.org/entity/Q331863,José Zorrilla,1817-02-21T00:00:00Z,1893-01-23T00:00:00Z,España,Don Juan Tenorio,1,https://es.wikipedia.org/wiki/Jos%C3%A9_Zorrilla
http://www.wikidata.org/entity/Q12261791,Ladislao de Velasco,1817-06-26T00:00:00Z,1891-01-23T00:00:00Z,España,Biografía de Juan Sebastián del Cano,1,https://es.wikipedia.org/wiki/Ladislao_de_Velasco
http://www.wikidata.org/entity/Q12261791,Ladislao de Velasco,1817-06-26T00:00:00Z,1891-01-23T00:00:00Z,España,Memorias del Vitoria de antaño,1,https://es.wikipedia.org/wiki/Ladislao_de_Velasco
